Word,Pinyin,Tag,WF,HD,PF,CF,NC,NS,NWF,AoL,NM,REG,AoA,CON,FAM,IMG
烤,kao3,v,24,7,240,21,3,10,4,6,2,1,4.03,6.13,6.47,6.24
科,ke1,n,65,35,1106,588,3,9,40,2,3,0,4.11,3.56,6.03,4.19
磕,ke1,v,24,35,1106,16,4,15,6,7,1,-1,4.93,5.41,5.59,5.52
壳,ke2,n,10,6,122,25,3,7,17,2,1,0,4.13,6.2,6.41,5.74
渴,ke3,a,8,7,3481,47,5,12,8,2,1,0,3.2,5.74,6.69,6.37
克,ke4,v,9,25,1095,705,3,7,16,8,4,0,3.95,3.25,5.81,4.06
刻,ke4,v,13,25,1095,426,4,8,37,2,3,-1,4.17,5.16,6.32,6.29
客,ke4,n,23,25,1095,427,3,9,48,2,2,-1,3.55,5.97,6.59,5.74
课,ke4,n,63,25,1095,109,2,10,23,2,4,-1,3.24,5.63,6.88,6.42
肯,ken3,v,48,11,216,250,2,8,5,3,2,0,3.92,3.81,5.52,4.39
垦,ken3,v,4,11,216,10,2,9,5,9,2,0,4.9,4.6,5.84,4.82
啃,ken3,v,22,11,216,10,3,11,1,12,1,1,4.45,6.03,6.23,5.65
吭,keng1,v,3,14,62,14,3,7,7,10,2,-1,4.87,4.3,5.7,4.26
坑,keng1,n,18,14,62,28,3,7,10,4,3,-1,4.13,6.51,6.63,6.09
空,kong1,a,38,11,0,555,3,8,84,1,4,-1,2.94,4.35,6.6,5.86
孔,kong3,n,8,2,200,114,2,4,20,1,3,0,3.63,6.29,6.25,5.61
控,kong4,v,11,2,734,156,4,11,6,7,2,1,4.69,3.88,5.81,5.24
抠,kou1,v,10,7,3,3,3,7,2,13,3,-1,5.05,5.3,5.47,5.36
口,kou3,n,208,2,1111,1247,1,3,134,2,4,0,2,6.25,6.77,6.88
叩,kou4,v,3,16,66,17,2,5,2,13,3,0,5.1,5.56,5.69,5.34
扣,kou4,v,37,16,66,62,2,6,15,9,4,1,4.03,5.08,6.25,5.16
寇,kou4,n,1,16,66,19,5,11,3,5,2,0,5.55,4.74,5.63,3.77
枯,ku1,a,8,14,276,32,3,9,13,3,1,-1,3.87,5,6.48,5.97
哭,ku1,v,183,14,276,182,3,10,18,2,1,0,2.69,6.11,6.87,6.74
窟,ku1,n,8,14,276,14,5,13,2,6,1,-1,5.43,5.65,5,5.5
苦,ku3,a,108,3,439,425,3,8,63,2,3,-1,3.05,5.45,6.87,6.59
库,ku4,n,38,14,148,122,2,7,14,5,1,-1,4.56,5.73,6.44,5.24
裤,ku4,n,15,14,148,52,3,12,17,2,1,1,3.61,6.86,6.83,6.67
夸,kua1,v,24,5,42,40,3,6,14,3,2,-1,3.75,4.97,6.81,5.03
垮,kua3,v,15,4,29,16,4,9,5,6,1,1,5.03,4.89,4.9,4.68
挎,kua4,v,12,4,57,3,4,9,3,2,2,1,4.92,5.56,5.41,4.84
胯,kua4,n,3,4,57,2,4,10,6,12,1,1,5.31,6.32,5.31,4.94
跨,kua4,v,78,4,57,62,5,13,5,6,3,1,4.36,5.51,5.87,6.29
快,kuai4,a,349,23,1484,791,2,7,47,1,4,0,2.94,4.76,6.76,6.48
筷,kuai4,n,5,23,1484,12,3,13,4,9,1,1,3.78,6.79,6.45,6.23
宽,kuan1,a,53,6,122,109,3,10,20,1,3,-1,3.31,4.9,6.81,6.29
款,kuan3,n,52,6,74,184,4,12,27,8,4,-1,5.2,4.95,6.33,5.21
诓,kuang1,v,1,12,36,1,3,8,1,17,1,1,6.28,3.69,4.16,3.68
狂,kuang2,a,10,8,87,144,2,7,20,4,3,-1,4.19,3.81,6.13,6
况,kuang4,n,1,31,659,396,3,7,10,5,3,-1,4.51,3.49,5.1,2.54
矿,kuang4,n,52,31,659,83,2,8,29,4,2,-1,4.89,5.98,6.13,5.68
框,kuang4,n,2,31,659,19,3,10,11,6,3,1,4.69,6.37,6.4,5.97
亏,kui1,v,32,13,71,79,2,3,12,4,3,0,4.08,3.68,5.2,4.04
盔,kui1,n,1,13,71,9,3,11,5,10,2,-1,5.11,6.36,5.45,6.56
窥,kui1,v,3,13,71,15,4,13,5,13,1,-1,5.64,5.05,5.39,6
愧,kui4,a,3,29,58,40,2,12,11,3,1,-1,5.05,4.05,5.63,4.68
捆,kun3,v,13,14,38,17,3,10,3,6,2,1,4.3,5.59,6.25,5.71
困,kun4,a,7,3,237,207,2,7,19,5,3,0,3.77,4.67,6.45,5.61
扩,kuo4,v,5,24,309,102,2,6,8,7,1,-1,4.28,4.65,5.94,4.79
阔,kuo4,a,11,24,309,58,4,12,16,3,2,-1,4.53,4.22,6.19,5.14
拉,la1,v,285,8,438,680,2,8,46,2,4,-1,3.19,5.54,6.39,6.26
腊,la4,n,1,22,81,37,3,12,7,6,2,-1,4.76,5,5.56,4.76
蜡,la4,n,5,22,81,20,3,14,10,4,3,-1,4.1,6.46,6.73,5.94
辣,la4,a,23,22,81,34,3,14,13,4,1,0,3.93,5.97,6.69,6.57
来,lai2,v,3153,28,8208,6492,2,7,121,1,5,0,2.55,5.15,6.74,5.23
赖,lai4,v,5,19,37,75,3,13,13,14,4,-1,4.95,3.72,5.75,3.74
兰,lan2,n,1,46,255,358,2,5,15,2,1,0,3.88,5.46,5.66,4.35
拦,lan2,v,26,46,255,43,3,8,7,2,1,1,3.94,5.78,6.06,6.59
栏,lan2,n,14,46,255,42,3,9,14,6,3,1,4.63,5.79,6.38,5.65
蓝,lan2,a,34,46,255,135,4,13,30,1,2,-1,3.08,5.46,6.13,5.93
澜,lan2,n,1,46,255,18,3,15,3,9,1,0,6.03,4,4.72,3.79
篮,lan2,n,8,46,255,39,4,16,5,2,1,-1,3.81,5.81,6.43,6.29
览,lan3,v,3,21,94,49,3,9,8,8,1,-1,4.82,4.63,6.1,5.21
揽,lan3,v,12,21,94,18,4,12,5,13,3,1,5.17,4.97,5.55,5.5
缆,lan3,n,1,21,94,9,4,12,4,10,1,1,5.36,5.48,5.25,4.59
懒,lan3,a,5,21,94,41,4,16,10,2,1,-1,4.31,4.54,6.73,5.96
烂,lan4,v,18,12,108,62,3,9,16,4,3,1,4.03,5.08,5.94,5.16
滥,lan4,a,8,12,108,20,4,13,9,10,2,-1,5.28,3.79,5.78,4.29
郎,lang2,n,2,25,136,115,3,8,11,13,3,-1,4.75,5.59,6.22,4.81
狼,lang2,n,46,25,136,62,3,10,11,5,1,-1,3.54,6.9,6.81,6.64
廊,lang2,n,2,25,136,46,4,11,13,7,2,1,4.91,6.19,5.45,5.96
朗,lang3,a,2,11,0,108,3,10,16,4,2,-1,4.33,2.98,5.6,4.03
浪,lang4,n,42,4,172,135,3,10,31,2,3,-1,4.03,6.58,6.42,6.23
捞,lao1,v,23,3,0,19,4,10,7,2,2,1,4.83,5.59,6.25,5.52
劳,lao2,v,3,25,624,254,3,7,38,5,3,0,3.56,4.08,5.9,4.39
牢,lao2,a,9,25,624,69,2,7,16,5,3,0,4.23,4.75,5.66,5.29
老,lao3,a,619,16,2138,1623,2,6,124,1,3,0,2.75,4.65,6.48,6.26
涝,lao4,n,2,11,26,4,4,10,4,15,1,1,5.41,4.58,4.78,4.26
烙,lao4,v,5,11,26,7,3,10,5,7,3,-1,5.55,5.31,5.56,4.65
酪,lao4,n,2,11,26,4,3,13,2,8,2,-1,5.64,4.83,5.44,4.26
乐,le4,v,60,18,246,457,1,5,49,3,4,0,2.86,4.76,5.71,6.37
勒,le4,v,13,18,246,155,2,11,6,5,4,-1,5.72,4.77,5.69,4.42
雷,lei2,n,19,26,71,261,2,13,19,1,2,0,3.28,6.19,6.13,6.74
垒,lei3,v,7,26,31,17,4,9,4,5,2,0,5.08,4.88,5.59,5.09
肋,lei4,n,1,20,731,6,2,6,4,15,1,-1,5.31,6.08,6.19,5.12
泪,lei4,n,46,20,731,192,2,8,14,2,1,-1,3.4,6.46,6.67,6.85
累,lei4,a,77,20,731,117,2,11,18,5,3,0,3.89,4.57,6.52,6.22
擂,lei4,v,3,20,731,8,3,16,4,3,3,1,5.54,4.97,5.26,5.14
棱,leng2,n,1,7,11,7,4,12,7,17,3,0,5.08,5.49,5.52,5.43
冷,leng3,a,65,1,314,473,4,7,60,3,4,-1,3.05,5.58,6.87,6.79
愣,leng4,v,30,4,44,45,3,12,6,5,2,0,4.68,4.79,5.75,5.1
梨,li2,n,5,72,592,15,3,11,6,2,1,1,3.31,7,6.94,6.7
离,li2,v,128,72,592,551,4,10,42,1,3,0,3.9,3.92,6.42,5.32
犁,li2,n,1,72,592,7,3,11,8,12,2,1,4.77,6.31,5.81,5.35
篱,li2,n,1,72,592,8,5,16,2,4,1,1,5.1,6,5.97,5.42
礼,li3,n,26,27,6519,251,2,5,43,3,3,0,3.67,4.57,6.47,4.96
里,li3,n,2502,27,6519,3117,1,7,69,1,4,0,2.97,4.54,5.42,4.96
理,li3,v,57,27,6519,1528,2,11,83,3,3,1,3.75,3.85,6.1,4.32
历,li4,v,3,132,4653,355,2,4,31,3,3,1,4.25,3.28,4.94,2.87
立,li4,v,68,132,4653,958,1,5,74,2,3,0,3.21,5.38,6.65,5.74
丽,li4,a,1,132,4653,295,5,7,18,2,3,0,3.33,3.59,6.1,4.57
利,li4,n,68,132,4653,1030,2,7,64,3,3,0,4.28,3.46,5.59,3.9
例,li4,n,36,132,4653,186,3,8,24,4,3,-1,4.51,4.78,6.77,4.35
隶,li4,a,1,132,4653,24,2,8,1,11,3,0,5.5,3.08,4.06,3.21
帘,lian2,n,3,53,1158,30,3,8,9,5,2,0,4.33,6.41,6.83,6.15
莲,lian2,n,1,53,1158,77,3,10,15,6,1,1,4.55,6.25,6.66,6.29
联,lian2,v,15,53,1158,486,3,12,36,5,2,0,4.48,3.69,6.03,4.16
廉,lian2,a,6,53,1158,49,3,13,7,12,2,-1,5.21,4.18,6,5.15
镰,lian2,n,1,53,1158,3,4,18,3,2,1,1,5.03,6.49,5.47,5.45
脸,lian3,n,260,17,583,658,5,11,49,2,1,0,2.88,6.89,6.72,6.77
练,lian4,v,77,27,346,179,2,8,16,2,3,0,3.69,4.68,6.72,5.76
炼,lian4,v,13,27,346,41,2,9,11,8,2,0,4.68,4.35,6.1,5.32
恋,lian4,v,9,27,346,102,3,10,17,7,1,-1,4.68,4.33,6.55,5.76
链,lian4,n,4,27,346,24,3,12,7,5,1,1,5.03,6.18,6.25,5.55
良,liang2,a,3,15,533,229,2,7,25,5,2,0,3.54,3.5,6.1,4.79
凉,liang2,a,43,15,533,90,4,10,29,1,2,-1,3.46,5.18,6.87,5.91
梁,liang2,n,8,15,533,101,4,11,17,5,4,-1,4.85,5.25,6.25,5
粮,liang2,n,113,15,533,116,3,13,28,3,2,1,3.79,6.54,7,6.64
亮,liang4,a,58,13,1687,274,4,9,43,1,4,-1,3,5.36,6.53,6.44
谅,liang4,v,2,13,1687,47,4,10,4,8,3,-1,4.51,3.72,5.58,4.89
晾,liang4,v,7,13,1687,4,4,12,2,5,1,-1,4.45,5.79,6.32,5.74
量,liang4,n,88,13,1687,661,3,12,73,4,4,-1,4.03,4.24,5.26,4.52
疗,liao2,v,3,43,159,82,2,7,7,8,1,1,4.78,4.74,6.22,4.65
聊,liao2,v,49,43,159,74,3,11,11,8,3,-1,4.85,5.8,6.84,6.27
僚,liao2,n,1,43,159,14,5,14,2,17,2,0,6,3.74,5.16,3.32
撩,liao2,v,10,43,159,12,5,15,1,7,3,1,5.59,5.15,5.88,5.06
燎,liao2,v,1,43,159,5,5,16,4,9,2,0,5.67,3.58,4.59,3.79
料,liao4,n,18,8,615,335,3,10,53,1,3,0,4.28,5,5.23,5.18
列,lie4,v,57,36,596,290,2,6,30,3,3,0,3.86,3.95,5.48,4.43
劣,lie4,a,3,36,596,42,3,6,8,10,1,0,4.95,4.83,6.31,5.09
洌,lie4,a,1,36,596,1,3,9,1,17,2,1,6.19,3.43,3.29,3.5
烈,lie4,a,5,36,596,260,3,10,21,2,3,1,4.38,3.75,6.28,4.91
猎,lie4,v,4,36,596,47,3,11,23,4,2,-1,4.47,5.08,5.68,5.37
裂,lie4,v,10,36,596,67,3,12,23,4,2,1,4.4,5.51,5.39,5.93
邻,lin2,n,5,41,492,54,4,7,15,3,2,-1,3.55,5.79,6.39,5.42
林,lin2,n,64,41,492,643,2,8,40,2,1,0,3.28,6.72,6.69,6.1
临,lin2,v,28,41,492,198,3,9,22,5,3,0,4.5,3.82,5.38,3.97
淋,lin2,v,10,41,492,31,3,11,10,2,3,1,4.21,5.68,6.34,5.68
磷,lin2,n,4,41,492,7,4,17,12,6,1,1,6.33,5.77,5.97,4.1
赁,lin4,v,1,18,8,8,4,10,1,19,1,-1,6.21,3.66,4.52,3.68
拎,lin1,v,23,1,0,11,4,8,2,8,1,1,4.89,5.57,5.71,6.11
灵,ling2,a,38,82,446,272,2,7,42,5,4,0,4.15,3.63,6.39,5.18
岭,ling3,n,6,82,939,32,4,8,6,2,1,1,4.29,6.39,6.06,6.41
铃,ling2,n,11,82,446,57,4,10,12,2,1,1,3.63,6.48,6.94,6.44
棂,ling2,n,1,82,446,1,3,11,1,11,1,1,6.08,5.43,4.31,3.79
绫,ling2,n,2,82,446,20,4,11,2,13,1,0,5.31,5.38,4.52,5.04
龄,ling2,n,3,82,446,76,6,13,6,5,2,1,4.08,4.05,6.1,4.21
领,ling3,v,88,5,939,613,5,11,44,2,4,1,4.2,4.44,6.09,5.1
令,ling4,v,153,4,551,551,3,5,39,4,4,0,3.82,4,5.75,4.62
溜,liu1,v,32,2,82,60,3,13,55,3,4,1,4.83,5.19,6.24,5.57
流,liu2,v,122,52,1175,559,4,10,123,1,4,0,3.64,5.41,6.57,5.93
留,liu2,v,273,52,1175,428,2,10,34,4,3,-1,3.51,4.9,6.52,5.35
硫,liu2,n,2,52,1175,6,4,12,26,6,1,0,5.9,5.74,5.69,4.03
瘤,liu2,n,2,52,1175,9,3,15,2,21,1,1,5.47,5.73,5.23,6.33
柳,liu3,n,12,14,42,114,3,9,7,2,1,-1,3.67,6.77,6.06,6.81
龙,long2,n,53,52,317,368,1,5,35,4,2,0,3.26,5.45,6.77,6.73
笼,long2,n,2,52,317,45,2,11,16,6,4,1,4.13,6.26,6.16,5.87
聋,long2,a,3,52,317,12,2,11,3,6,1,1,4.43,5.33,6.57,6.06
隆,long2,v,2,52,317,100,5,11,15,7,3,0,5.31,3.51,4.65,3.44
拢,long3,v,12,10,1,23,2,8,9,8,3,1,5.03,4.92,5.66,4.84
偻,lou2,v,1,26,154,2,3,11,5,17,2,1,5.93,3.46,2.97,3.74
搂,lou3,v,26,9,18,33,3,12,3,6,3,1,4.87,5.92,6.65,5.97
篓,lou3,n,2,9,18,4,3,15,2,5,1,1,5.58,5.73,5.22,4.68
漏,lou4,v,27,9,67,37,3,14,17,4,3,1,4.41,5.58,6.53,6.22
露,lou4,v,39,9,67,255,5,21,29,2,3,1,4.33,5.43,6,5.29
庐,lu2,n,1,44,171,12,2,7,4,7,1,-1,4.97,4.68,5.28,3.74
炉,lu2,n,22,44,171,47,2,8,22,7,1,-1,3.77,6.51,6.81,5.94
颅,lu2,n,4,44,171,8,4,11,2,16,1,1,5.67,5.93,5.63,5.47
卤,lu3,n,1,27,32,3,3,7,3,21,3,0,5.86,4.83,4.55,4.96
陆,lu4,n,4,81,1666,193,3,7,16,5,2,-1,4.08,5.77,6.28,5.29
录,lu4,n,11,81,1666,245,2,8,16,5,2,0,4.14,4.46,5.19,4.07
鹿,lu4,n,46,81,1666,33,3,11,6,2,1,0,3.82,6.85,6.61,6.45
禄,lu4,n,1,81,1666,21,3,12,5,14,1,1,5.71,4.43,5.41,3.62
路,lu4,n,343,81,1666,828,4,13,86,2,3,-1,3.06,5.56,6.68,6.96
麓,lu4,n,1,81,1666,4,5,19,4,19,1,1,6.08,5.23,4.84,4.19
驴,lu:2,n,75,12,36,20,3,7,5,5,1,-1,3.9,6.87,6.81,6.67
旅,lu:3,n,8,25,157,187,3,10,12,3,4,0,4.45,4.43,5.81,5.06
铝,lu:3,n,3,25,0,8,3,11,5,18,1,1,5.38,6.34,6.42,5.45
履,lu:3,n,1,25,0,30,5,15,6,8,2,0,6.03,4.93,5,4.29
律,lu:4,n,16,19,534,250,2,9,14,10,3,-1,4.33,4.23,5.63,3.71
虑,lu:4,n,2,19,0,144,2,10,16,5,2,-1,5.1,3.83,4.69,3.65
绿,lu:4,a,111,19,0,140,3,11,49,1,1,-1,3.23,5.92,6.75,6.65
卵,luan3,n,4,1,64,12,4,7,7,5,1,0,5.28,6.23,6.44,6.12
乱,luan4,a,116,3,257,295,3,7,53,3,3,0,3.74,4.98,6.38,6
掠,lue3,v,4,1,0,49,4,11,5,6,2,-1,5.08,4.3,6.29,5.44
抡,lun1,v,9,2,6,6,3,7,1,10,2,1,5.19,5.06,5.16,5.75
沦,lun2,v,3,26,214,13,3,7,4,12,2,1,5.23,3.2,5.34,3.56
论,lun4,v,41,4,867,619,3,6,47,3,3,1,4.38,4.44,6.47,4.55
捋,luo1,v,3,3,4,3,3,10,1,2,2,0,6.2,5.31,4.16,4.68
锣,luo2,n,5,28,156,11,3,13,4,4,1,1,5.06,6.27,5.13,5.82
骡,luo2,n,2,28,156,7,4,14,4,14,1,-1,5.15,6.21,5.63,5.12
螺,luo2,n,1,28,156,12,3,17,19,3,2,-1,4.5,6.25,5.26,5.82
裸,luo3,v,1,12,12,30,2,13,5,6,1,-1,5.63,5.69,4.81,5.75
落,luo4,v,124,20,498,483,4,12,96,1,5,1,3.67,5.2,6.6,6.15
妈,ma1,n,338,4,1119,345,3,6,10,1,2,1,1.92,6.74,7,6.97
麻,ma2,a,12,7,129,150,3,11,35,2,3,0,3.72,4.03,5.03,4.46
马,ma3,n,106,15,673,904,2,3,86,1,1,0,2.35,6.67,6.7,7
骂,ma4,v,119,14,116,118,4,9,12,8,2,1,3.75,5.95,6.87,6.37
埋,mai2,v,32,3,76,69,2,10,11,2,2,-1,3.85,5.74,6.25,5.74
买,mai3,v,553,6,439,266,3,6,18,2,1,0,3.23,6.03,6.88,5.77
迈,mai4,v,71,15,534,65,2,6,3,2,2,-1,4.46,4.73,6.32,5.53
麦,mai4,n,7,15,534,111,2,7,14,3,1,0,3.63,6.56,6.87,6.29
卖,mai4,v,308,15,534,198,4,8,23,3,3,1,3.26,6.15,6.81,6.06
脉,mai4,n,6,15,534,47,2,9,12,8,3,-1,4.72,5.13,6.34,5.45
瞒,man2,v,22,17,55,34,3,15,4,15,1,0,4.86,4.62,6.03,4.68
满,man3,a,173,10,603,601,3,13,37,2,3,0,3.63,4.74,6.61,5.71
慢,man4,a,43,22,348,247,4,14,21,2,2,1,3.15,5.28,6.71,6.18
漫,man4,v,3,22,348,88,4,14,20,1,3,1,5.15,3.82,4.91,3.68
忙,mang2,a,94,26,547,341,2,6,29,2,2,-1,3.33,4.62,6.67,6
盲,mang2,a,1,26,547,32,2,8,9,12,1,-1,4.3,5.36,6.13,5.65
蟒,mang3,n,2,7,8,4,4,16,1,17,1,1,5.88,6.5,5.5,5.45
猫,mao1,n,38,2,39,58,3,11,8,1,2,-1,3,7,6.87,6.56
茂,mao4,a,3,25,348,27,2,8,6,3,1,-1,4.67,3.97,5.58,5.44
冒,mao4,v,62,25,348,131,2,9,11,2,3,-1,4.13,4.05,6.06,5
贸,mao4,n,8,25,348,146,2,9,5,9,2,0,4.87,3.15,5.09,4.06
帽,mao4,n,13,25,348,61,3,12,16,2,2,1,3.44,6.83,6.57,6.96
貌,mao4,n,6,25,348,90,3,14,13,4,3,0,4.28,4.23,6.55,5.26
眉,mei2,n,23,43,3566,167,2,9,34,3,2,0,3.23,6.63,6.37,6.86
媒,mei2,n,3,43,3566,37,3,12,6,17,1,-1,5,3.78,5.65,4.57
楣,mei2,n,1,43,3566,7,3,13,2,13,1,1,5.77,4.7,4.23,3.53
煤,mei2,n,53,43,3566,59,3,13,17,6,2,-1,4.08,6.92,6.68,6.32
霉,mei2,n,11,43,3566,20,3,15,10,5,2,1,5.23,4.78,5.88,5.15
美,mei3,a,158,16,1013,1066,2,9,54,2,3,0,3.08,4.53,6.93,6.42
妹,mei4,n,23,19,194,213,2,8,13,3,2,-1,2.92,6.56,6.87,6.78
昧,mei4,v,3,19,194,21,2,9,6,16,2,-1,5.62,2.65,4.19,3.29
媚,mei4,a,1,19,194,39,3,12,8,5,2,1,5.43,4.03,6.22,4.52
门,men2,n,340,12,1046,1257,1,3,98,1,4,0,2.58,6.89,6.97,6.61
扪,men2,n,1,12,1046,1,2,6,2,15,1,1,6.23,3.82,2.63,3.73
闷,men4,v,9,7,77,70,2,7,29,2,4,1,4.26,4.63,5.38,5.03
盟,meng2,n,5,39,149,89,3,13,9,18,3,-1,5.84,3.7,5.97,4.44
猛,meng3,a,44,12,172,143,3,11,18,5,2,1,4.45,4.33,6.47,5.68
蒙,meng3,v,28,12,172,165,4,13,28,4,4,0,4.72,4.15,6.03,4.88
懵,meng3,v,3,12,172,4,5,18,3,15,0,0,6.47,3.73,3.87,3.15
梦,meng4,n,125,6,91,250,3,11,15,6,1,-1,3.67,5.19,6.6,6.74
迷,mi2,v,10,31,141,170,2,9,24,2,3,1,4.1,3.8,6.03,4.32
谜,mi2,n,13,31,141,20,3,11,4,2,1,1,4.11,5.03,6.13,5.75
眯,mi1,v,3,21,43,20,2,11,5,5,3,1,4.28,5.53,6.34,5.91
觅,mi4,v,3,37,513,14,2,8,3,13,1,-1,5.49,5.1,6.19,5.19
密,mi4,a,13,37,513,294,3,11,39,1,3,0,3.94,3.78,5.97,4.89
蜜,mi4,n,5,37,513,42,3,14,11,3,2,1,3.8,5.5,6.28,5.61
眠,mian2,v,6,17,335,37,2,10,10,8,2,-1,4.5,4.86,5.71,5.29
棉,mian2,n,31,17,335,66,3,12,36,3,2,-1,3.67,6.35,6.74,6.32
免,mian3,v,15,20,153,197,2,7,17,6,3,0,4.15,3.15,6.3,4.5
勉,mian3,v,2,20,153,46,3,9,7,5,2,1,4.78,3.72,5.06,3.77
面,mian4,n,183,7,2646,2092,3,9,142,1,5,0,2.9,6.5,6.31,5.74
苗,miao2,n,8,8,108,49,2,8,19,1,4,0,3.31,5.98,6.8,5.71
描,miao2,v,3,8,108,80,3,11,9,6,1,1,4.06,5.19,6.13,6.41
瞄,miao2,v,3,8,108,24,3,13,2,10,1,1,4.72,5.19,5.76,5.5
渺,miao3,a,2,10,86,10,4,12,6,7,2,1,5.56,3.49,4.9,4.57
妙,miao4,a,18,6,89,124,3,7,17,2,2,-1,4.3,4.18,6.31,4.26
庙,miao4,n,41,6,89,47,2,8,4,3,3,1,4,6.32,5.77,6.74
灭,mie4,v,28,16,226,111,2,5,23,2,3,0,3.73,4.74,6.25,5.68
民,min2,n,80,30,2665,1391,1,5,69,1,3,0,3.2,5.42,6.72,5.19
抿,min3,v,5,27,174,11,2,8,1,7,2,1,5.86,4.43,4.77,4.64
泯,min3,v,1,27,174,3,2,8,1,16,1,1,5.86,3.78,4.06,3.78
敏,min3,v,1,27,174,106,3,11,11,5,1,-1,4.42,3.73,4.97,4.21
明,ming2,a,42,22,1796,1490,2,8,114,2,4,0,3.13,4.74,6.58,5.06
鸣,ming2,v,7,22,1796,66,3,8,17,3,3,0,4.61,5.19,5.55,5.82
茗,ming2,n,1,22,1796,4,3,9,1,18,2,1,6.37,4.38,4,4.18
铭,ming2,v,1,22,1796,30,3,11,5,12,2,1,5.45,4.13,4.38,3.65
命,ming4,n,93,3,1552,767,4,8,52,1,3,0,3.97,3.86,6.42,5.54
摸,mo1,v,146,2,165,126,4,13,12,2,3,1,3.65,5.54,6.66,6.55
馍,mo2,n,7,25,477,3,4,13,1,14,1,1,5.19,6.64,4.94,6.7
膜,mo2,n,1,25,477,17,4,14,14,5,2,1,5.21,5.5,6.29,4.94
磨,mo2,v,33,25,477,82,4,16,30,3,4,0,4.45,5.79,6.26,5.9
抹,mo3,v,39,3,40,58,2,8,10,8,4,1,4.44,5.36,6.19,5.68
末,mo4,n,87,56,428,87,1,5,22,5,3,0,4.31,4.05,6.09,4.56
沫,mo4,n,1,56,428,23,2,8,7,3,1,1,4.54,5.78,5.58,5.93
墨,mo4,n,13,56,428,73,2,15,20,3,4,-1,4.44,6.49,5.93,6.68
谋,mou2,v,24,15,84,135,3,11,19,6,3,1,5.23,4.21,6.39,4.61
母,mu3,a,41,5,518,417,1,5,30,5,3,0,2.82,5,5.16,5.65
木,mu4,a,22,31,1057,305,1,4,63,1,3,0,3.28,5.3,5.88,5.24
目,mu4,n,18,31,1057,994,1,5,65,2,3,0,2.72,6.53,6.58,6.26
沐,mu4,v,2,31,1057,17,2,7,2,7,1,1,5.18,4.72,5.48,5.61
牧,mu4,n,8,31,1057,67,2,8,21,2,1,0,4.51,3.88,5.13,5.03
募,mu4,v,3,31,1057,11,4,12,5,18,1,0,5.82,4.2,5.72,4.44
墓,mu4,n,76,31,1057,45,4,13,9,13,1,0,4.65,6.69,6.25,5.74
慕,mu4,v,3,31,1057,88,4,14,7,4,2,0,5.18,3.3,5.94,4.56
暮,mu4,n,3,31,1057,18,4,14,7,8,2,0,5.13,5.72,5.88,5.68
拿,na2,v,496,6,643,416,4,10,15,1,4,0,3.14,5.89,6.79,6.59
内,nei4,n,551,21,864,990,1,4,51,5,2,0,3.31,4.49,5.61,4.3
纳,na4,v,18,21,4096,213,2,7,12,13,3,-1,5,3.94,4.81,3.18
娜,na4,n,1,21,4096,126,3,9,3,11,2,1,4.94,3.46,4.35,3.64
钠,na4,n,1,21,4096,2,2,9,6,15,1,-1,6.28,5.83,6.58,4.88
奶,nai3,n,19,11,256,139,2,5,20,2,3,1,2.64,6.06,6.63,6.57
耐,nai4,v,13,9,154,91,2,9,17,3,1,-1,4.45,3.18,5.03,4.19
男,nan2,a,165,18,1344,538,2,7,16,4,3,0,2.74,5.97,5.87,6.92
南,nan2,n,83,18,1344,667,4,9,27,1,1,0,2.95,5.38,6.77,5.88
难,nan2,a,294,18,1344,894,3,10,61,2,4,0,3.64,3.86,6.47,6.04
挠,nao2,v,8,19,16,11,3,9,7,5,3,-1,4.73,5.67,5.94,5.39
恼,nao3,v,8,12,342,70,4,9,9,4,1,0,4.33,4.63,5.72,5.53
脑,nao3,n,30,12,342,290,4,10,49,2,2,0,3.38,6.59,6.9,6.84
闹,nao4,v,116,6,172,128,3,8,20,2,3,0,3.92,4.98,6.44,6.12
嫩,nen4,a,13,1,28,27,3,14,15,4,2,0,4.4,4.42,6.28,5.29
能,neng2,v,2368,1,3144,2666,4,10,51,2,4,0,3.63,3.74,6.58,4.45
尼,ni2,n,1,28,209,290,2,5,5,9,1,0,4.87,2.85,4.25,3.09
泥,ni2,n,28,28,209,82,3,8,24,4,3,1,3.08,6.62,6.97,6.64
霓,ni2,n,1,28,209,10,3,16,4,22,1,0,5.74,4.18,5.31,4.74
拟,ni3,v,18,21,6104,36,3,7,8,7,3,-1,5.15,3.15,5.19,3.47
昵,ni4,n,1,20,29,5,3,9,2,10,1,1,5.67,3.26,4.78,3.13
逆,ni4,v,3,20,29,32,3,9,9,12,3,0,4.71,3.94,5.16,4.41
匿,ni4,v,2,20,29,10,4,10,4,13,1,-1,5.87,3.75,5.13,4.18
睨,ni4,v,1,20,29,7,3,13,2,19,0,0,6.24,4.28,4.53,3.85
腻,ni4,a,5,20,29,17,4,13,6,6,3,-1,5.38,4.54,6.19,4.58
拈,nian1,v,2,1,9,5,3,8,2,13,1,-1,5.25,5.49,5.41,5.37
捻,nian3,v,2,12,21,6,5,11,4,13,2,1,6.09,5.73,4.48,4.89
撵,nian3,v,10,12,21,5,4,15,1,14,2,1,5.62,5.4,5.69,5.38
念,nian4,v,149,6,291,371,4,8,33,2,3,-1,3.63,5.53,6.63,6.62
